name,url,country,province,thumbnail,average_tuition,average_tuition_currency,logo,type,Number of Students,International Students,University Type,Number of Academician,Erasmus,Scholarship Ratio,Urap Standings,Placement Rate,Technology Office,Student/Academician,Entrepreneurship Index Score,Library Area,Ar-Ge Expense,programs,features,address
Funen Art Academy,https://univerlist.com/funen-art-academy/,Denmark,Odense,,,USD,https://univerlist.com/media/cache/0f/f8/0ff883ae095b17896296ad0ecb26cb51.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],[],Funen Art Academy
University of Computer Engineering and Telecommunications In Kielce,https://univerlist.com/university-of-computer-engineering-and-telecommunications-in-kielce/,Poland,Kielce,,,USD,https://univerlist.com/media/cache/74/9f/749fea2bb5c9c340b2c10b0bfd1c9640.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],University of Computer Engineering and Telecommunications In Kielce
Azerbaijan Medical University,https://univerlist.com/azerbaijan-medical-university/,Azerbaijan,Baku,https://univerlist.com/media/cache/a9/6a/a96a11a691c528862e702cf532e02c07.webp,"294,674",USD,https://univerlist.com/media/cache/e2/59/e259a584e65ba1baad1d25348083f4b1.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Swimming Pool"", ""Health Center"", ""Conference Hall"", ""Virtual Library"", ""Research Laboratory"", ""Sport Center"", ""Hospital"", ""International Service""]","Azerbaijan Medical University"
American College of Greece,https://univerlist.com/american-college-of-greece/,Greece,Athens,https://univerlist.com/media/cache/ec/88/ec88cd86992ad55e5f143aa0d6cf1317.webp,"411,807",USD,https://univerlist.com/media/cache/14/6e/146ef8a61c332bbbbb46d8c2941ba6db.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],"[""Athletics Field"", ""Music Studio"", ""Starbucks"", ""Security"", ""Conference Hall"", ""Student House"", ""Strategy Games Room"", ""Gym"", ""Tennis Court"", ""Art Center"", ""Prayer Room"", ""Theatre"", ""Sauna"", ""Computer Room"", ""Student Clubs"", ""Library""]","American College of Greece"
Nunavut Arctic College,https://univerlist.com/nunavut-arctic-college/,Canada,Iqaluit,https://univerlist.com/media/cache/d4/d9/d4d94f61f8e944015d323a60e1811c74.webp,"294,674",USD,https://univerlist.com/media/cache/a4/e4/a4e4ba58f605afee682e1f9a85206190.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""Health Center"", ""Dormitory"", ""Gym"", ""Cafeteria"", ""Sport Center"", ""Wifi"", ""Computer Room"", ""International Service""]","Road to Apex Iqaluit NU Canada"
Academy of Cosmetics and Health Care,https://univerlist.com/academy-of-cosmetics-and-health-care/,Poland,Warsaw,,,USD,https://univerlist.com/media/cache/55/9c/559ce4977fe9478806b2dd7cce5ed5f2.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Academy of Cosmetics and Health Care
Technical University of Crete,https://univerlist.com/technical-university-of-crete/,Greece,Chania,https://univerlist.com/media/cache/2e/25/2e25bae1c5a6087985d2a82442d7bd3a.webp,"59,450",USD,https://univerlist.com/media/cache/d2/0a/d20ab81cae55701b3377ca2b9e8c1d59.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Athletics Field"", ""Amphitheatre"", ""It Services"", ""Swimming Pool"", ""Radio Studio"", ""Cafeteria"", ""Career Office"", ""Language Centre"", ""Wifi"", ""Computer Room"", ""Information Center"", ""Student Clubs"", ""Library""]","Technical University of Crete"
State Higher Vocational School In Gniezno,https://univerlist.com/state-higher-vocational-school-in-gniezno/,Poland,,,,USD,https://univerlist.com/media/cache/e8/1f/e81ff57e0828843157f1dd4337e26b0f.webp,,,,None,,No,None,,-,No,,,,,[],[],State Higher Vocational School In Gniezno
Dei College,https://univerlist.com/dei-college/,Greece,Thessaloniki,https://univerlist.com/media/cache/73/e6/73e6133bee73e69c206df01c891ab718.webp,"117,870",USD,https://univerlist.com/media/cache/30/d6/30d6c57dec6d917b0d55d3553cde37c4.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],"[""Athletics Field"", ""Cafeteria"", ""Virtual Library"", ""Career Office"", ""Language Centre"", ""Alumni Clubs"", ""Student Clubs"", ""Library""]","Dei College"
International Final University,https://univerlist.com/international-final-university/,North Cyprus,Girne,https://univerlist.com/media/cache/0f/9e/0f9ee22b10cecc1b18f31c9ffb04527d.webp,"211,650",USD,https://univerlist.com/media/cache/ba/3f/ba3fc8d59533684d5cb8c9538a29d5b6.webp,Private,1.703,884.0,Private,148.0,No,-,,%61.03,No,,,,"499.495,54","[{'program_name': 'Architecture(in English)(scholarship)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Business Administration(in English)(scholarship)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Computer Engineering(in English)(scholarship)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Electrical and Electronics Engineering', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'English Teacher Education', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'English Teacher Education', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'English Teacher Education(i̇n English)(paid)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Faculty of Law(50%Discount)', 'language': 'English', 'year': '4', 'tuition': ''}]","[""Car Park"", ""In-campus Transportation"", ""Security"", ""Health Center"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Dormitory"", ""Gym"", ""Cafeteria"", ""Library""]","International Final University"
Cosinus Higher School In Lodz,https://univerlist.com/cosinus-higher-school-in-lodz/,Poland,Lodz,,,USD,https://univerlist.com/media/cache/a7/6f/a76f56390d17e85eb218992076435650.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Cosinus Higher School In Lodz
Wabash College,https://univerlist.com/wabash-college/,United States of America,Indiana,https://univerlist.com/media/cache/89/a5/89a532dbd9ccb620121f3b2a7e2efb18.webp,"3,315,082",USD,https://univerlist.com/media/cache/55/cd/55cd4c0b03d774eefcfe781aacb90086.webp,Private,,,Private,,No,None,,%64.2,No,,,,,[],"[""Print Centre"", ""Fitness Center"", ""Car Park"", ""Music Studio"", ""Swimming Pool"", ""Health Center"", ""Conference Hall"", ""Student House"", ""Tennis Court"", ""Cafeteria"", ""Bikes on Campus"", ""Academic Counseling"", ""Dining Hall"", ""Theatre"", ""Stadium"", ""Wifi"", ""Alumni Clubs"", ""Botanical Garden"", ""International Service""]","301 W Wabash Ave Crawfordsville IN 47933 United States"
Sumy State University,https://univerlist.com/sumy-state-university/,Ukraine,Sumy,https://univerlist.com/media/cache/c5/c5/c5c5fbd917f3c7d1afb9c391508cc8f7.webp,"530,413",USD,https://univerlist.com/media/cache/e1/03/e103141ed7bd442c93b40dbd5d6db8e2.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Car Park"", ""Swimming Pool"", ""Conference Hall"", ""Gym"", ""Research Laboratory"", ""Sport Center"", ""Theatre"", ""Alumni Clubs"", ""Computer Room"", ""Library""]","Sumy State University"
University of Massachusetts Boston,https://univerlist.com/university-of-massachusetts-boston/,United States of America,Massachusetts,https://univerlist.com/media/cache/7e/10/7e1086e38da3f12fb5b2d668e9f11d9c.webp,,USD,https://univerlist.com/media/cache/6e/37/6e377be4a248a408423878037cadc612.webp,Public,16.414,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Walking Track"", ""Fitness Center"", ""Car Park"", ""Security"", ""Health Center"", ""Copy Center"", ""Student House"", ""Gym"", ""Cafeteria"", ""Bikes on Campus"", ""Career Office"", ""Student Central"", ""Prayer Room"", ""Table Tennis"", ""Online Lecture"", ""Academic Counseling"", ""Library""]","100 William T Morrissey Blvd Boston MA 02125 USA"
Seattle Pacific University,https://univerlist.com/seattle-pacific-university/,United States of America,Seattle,https://univerlist.com/media/cache/62/cd/62cd1680ef1fe4334ecd06e9a2881930.webp,"3,320,828",USD,https://univerlist.com/media/cache/fe/c6/fec61b9765bddef0bf28f2f8a060208a.webp,Private,,,Private,,No,None,,%90.6,No,,,,,[],"[""Athletics Field"", ""Print Centre"", ""Car Park"", ""Swimming Pool"", ""Health Center"", ""Conference Hall"", ""Dormitory"", ""Gym"", ""Cafeteria"", ""Table Tennis"", ""Academic Counseling"", ""Stadium"", ""Wifi"", ""Botanical Garden"", ""Social Activities"", ""International Service""]","3307 3rd Ave W Seattle WA 98119 United States"
American University,https://univerlist.com/american-university/,United States of America,Washington,https://univerlist.com/media/cache/8a/46/8a463631d2103d1fd329fcd98fd4a0e1.webp,"3,569,901",USD,https://univerlist.com/media/cache/04/ae/04aebb578e9ab9f19c0c1eacb978957b.webp,Private,14.311,,Private,,No,None,,-,No,,,,,[],"[""Amphitheatre"", ""Walking Track"", ""Fitness Center"", ""Starbucks"", ""Tennis Court"", ""Art Center"", ""Dining Hall"", ""Theatre"", ""Library""]","Sheikh Zayed Rd - Dubai - United Arab Emirates"
Technical College of Jutland Jydske Haandvrkerskole,https://univerlist.com/technical-college-of-jutland-jydske-haandvrkerskole/,Denmark,,,,USD,https://univerlist.com/media/cache/99/09/9909540b32f289a0b1fd1acb0fb9086d.webp,,,,None,,No,None,,-,No,,,,,[],[],Technical College of Jutland Jydske Haandvrkerskole
Budapest Business School,https://univerlist.com/budapest-business-school/,Hungary,Budapest,https://univerlist.com/media/cache/a0/cf/a0cfed7c05587f61b98432922456d37d.webp,"73,668",USD,https://univerlist.com/media/cache/f4/8e/f48ec2285e5817133368d7af193131bc.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Conference Hall"", ""Bikes on Campus"", ""Career Office"", ""Sport Center"", ""Alumni Clubs"", ""Computer Room"", ""Student Clubs"", ""Library""]","Budapest Business School"
Business Academy Southwest,https://univerlist.com/business-academy-southwest/,Denmark,Esbjerg,,,USD,https://univerlist.com/media/cache/a8/83/a883eb78a407c51be8d106c189b4b48b.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],[],Business Academy Southwest
School of Graduate Studies In Hospitality Management and Tourism In Czstochowa,https://univerlist.com/school-of-graduate-studies-in-hospitality-management-and-tourism-in-czestochowa/,Poland,Czestochowa,,,USD,https://univerlist.com/media/cache/3b/ae/3bae2bc29572d0b4c7297aa92c633cd2.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],School of Graduate Studies In Hospitality Management and Tourism In Czstochowa
International Cyprus University,https://univerlist.com/international-cyprus-university/,North Cyprus,Lefkosa,https://univerlist.com/media/cache/68/97/68976a2476410515a3ebc1b34c56c29f.webp,"176,436",USD,https://univerlist.com/media/cache/8a/0e/8a0ea184ea89b499c3a44e5b1ce4cbcf.webp,Private,11.699,5.524,Private,374.0,Yes,-,,%63.38,No,,,,"374.934,15","[{'program_name': 'Anaesthesia(50%Discount)', 'language': 'English', 'year': '2', 'tuition': ''}, {'program_name': 'Anaesthesia(paid)', 'language': 'English', 'year': '2', 'tuition': ''}, {'program_name': 'Anaesthesia(scholarship)', 'language': 'English', 'year': '2', 'tuition': ''}, {'program_name': 'Architecture(in English)(scholarship)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Business Administration(in English)(scholarship)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Child Development(50%Discount)', 'language': 'English', 'year': '4', 'tuition': ''}, {'program_name': 'Child Development(50%Discount)', 'language': 'English', 'year': '2', 'tuition': ''}, {'program_name': 'Child Development(scholarship)', 'language': 'English', 'year': '4', 'tuition': ''}]","[""Car Park"", ""Music Studio"", ""Swimming Pool"", ""Refectory"", ""Conference Hall"", ""Dormitory"", ""Gym"", ""Tennis Court"", ""Cafeteria"", ""Library""]","International Cyprus University"
Tradium Danish Business Academy Minerva Trade School,https://univerlist.com/tradium-danish-business-academy-minerva-trade-school/,Denmark,Randers,,,USD,https://univerlist.com/media/cache/47/89/4789042e2e6a83e3db698b5fcf022b78.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],[],Tradium Danish Business Academy Minerva Trade School
University of Social Sciences,https://univerlist.com/university-of-social-sciences/,Poland,Warsaw,,,USD,https://univerlist.com/media/cache/58/8f/588f15a62b9dd2cb62f2ad3ffe9c1d0c.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],University of Social Sciences
State School of Higher Professional Education In Plock,https://univerlist.com/state-school-of-higher-professional-education-in-plock/,Poland,Plock,,,USD,https://univerlist.com/media/cache/51/cf/51cf2bb9285416588594a724a39ced55.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],State School of Higher Professional Education In Plock
Technical University of Koszalin,https://univerlist.com/technical-university-of-koszalin/,Poland,Koszalin,,,USD,https://univerlist.com/media/cache/fa/8f/fa8f3590b8e7e5848064a4f982a20b81.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Technical University of Koszalin
Mediterranean Karpaz University,https://univerlist.com/mediterranean-karpaz-university/,North Cyprus,Lefkosa,https://univerlist.com/media/cache/c0/3e/c03e1a4911926abf89afa5a9c5d96f0a.webp,,,https://univerlist.com/media/cache/cc/60/cc60afa8f7c7c460654b4c396b680604.webp,Private,364,193.0,Private,37.0,Yes,-,,%2.5,No,,,,"20.000,00",[],"[""Bank"", ""Car Park"", ""Security"", ""Unobstructed Campus"", ""Health Center"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Dormitory"", ""Gym"", ""Cafeteria"", ""Library""]","Mediterranean Karpaz University"
Jan Dugosz University of Czstochowa,https://univerlist.com/jan-dugosz-university-of-czestochowa/,Poland,Czestochowa,,,USD,https://univerlist.com/media/cache/80/96/809659e347c9febe8eb0a2c8c031761b.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Jan Dugosz University of Czstochowa
Opole Teacher Training College,https://univerlist.com/opole-teacher-training-college/,Poland,Opole,,,USD,https://univerlist.com/media/cache/7b/4f/7b4f159dfcf4895a529f33c3ce516370.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Opole Teacher Training College
School of Economics Law and Medical Sciences of Kielce,https://univerlist.com/school-of-economics-law-and-medical-sciences-of-kielce/,Poland,Kielce,,,USD,https://univerlist.com/media/cache/35/ca/35ca7a481699a2a2557bb02a3348e18d.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],School of Economics Law and Medical Sciences of Kielce
University of Puget Sound,https://univerlist.com/university-of-puget-sound/,United States of America,Washington,https://univerlist.com/media/cache/7d/fe/7dfee58b803acc98ebb0a27199ebab02.webp,"3,647,327",USD,https://univerlist.com/media/cache/92/0b/920ba6fceea7b2e2638ea004c40b8637.webp,Private,2.666,,Private,,Yes,None,,%83.0,No,,,,,[],"[""Athletics Field"", ""Security"", ""Swimming Pool"", ""Health Center"", ""Conference Hall"", ""Student House"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Sport Center"", ""Dining Hall"", ""International Service""]","1500 N Warner St Tacoma WA 98416 USA"
Academy of Art In Szczecin,https://univerlist.com/academy-of-art-in-szczecin/,Poland,Szczecin,,,USD,https://univerlist.com/media/cache/2d/ee/2deee2cdc86a1a5ca1da964ca3586c21.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Academy of Art In Szczecin
National Taras Shevchenko University of Kyiv,https://univerlist.com/national-taras-shevchenko-university-of-kyiv/,Ukraine,Kyiv,https://univerlist.com/media/cache/cb/66/cb6639d1a67510d75c26d992b5b99c5b.webp,"272,573",USD,https://univerlist.com/media/cache/13/5c/135cfff53de094056235b6ffe5cc6347.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Athletics Field"", ""Car Park"", ""Health Center"", ""Museum"", ""Research Laboratory"", ""Sport Center"", ""Gallery"", ""Information Center"", ""International Service""]","National Taras Shevchenko University of Kyiv"
Jheronimus Academy of Data Science Jads,https://univerlist.com/jheronimus-academy-of-data-science-jads/,Netherlands,Hertogenbosch,,,,,Public,300,,Public,,No,Public University,,-,No,,,,,"[{'program_name': 'Data Science', 'language': 'English', 'year': '3', 'tuition': None}]",[],Jheronimus Academy of Data Science Jads
York St John University,https://univerlist.com/york-st-john-university/,United Kingdom,Leeds,https://univerlist.com/media/cache/cb/ef/cbef0d1ccc54af6460320656a4ae72b4.webp,,GBP,https://univerlist.com/media/cache/ef/a0/efa0d7687da9d85ce80a9e7bdb16c180.webp,Public,6.419,450.0,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Accounting and Business Management', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Accounting and Finance', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'American Studies and Film Studies', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'American Studies and History', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Animation', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Biochemistry', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Biology', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Biomedical Science', 'language': 'English', 'year': '-', 'tuition': None}]",[],United Kingdom
Polish Economic Society,https://univerlist.com/polish-economic-society/,Poland,Warsaw,,,USD,https://univerlist.com/media/cache/65/41/65418574550545ca87cd877b9c3860af.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Polish Economic Society
Horsens Business College,https://univerlist.com/horsens-business-college/,Denmark,Horsens,,,USD,https://univerlist.com/media/cache/4b/f2/4bf2f310d4667d0230ae787fb07e8a1c.webp,,,,None,,No,None,,-,No,,,,,[],[],Horsens Business College
Nice Sophia Antipolis University,https://univerlist.com/nice-sophia-antipolis-university/,France,Nice,https://univerlist.com/media/cache/2d/bd/2dbdc3715d84ebd7bd85b9e66fb55c13.webp,,,https://univerlist.com/media/cache/e5/f1/e5f11e0cfe7a06773935829457939e78.webp,Public,25.000,,Public,,Yes,Public University,,-,No,,,,,[],[],"28 Avenue Valrose, 06100 Nice, Fransa"
Academy of Health Education Lodz,https://univerlist.com/academy-of-health-education-lodz/,Poland,Lodz,,,USD,https://univerlist.com/media/cache/83/51/8351e209f874943dea7f7ee426bf4a11.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Academy of Health Education Lodz
Azerbaijan University,https://univerlist.com/azerbaijan-university/,Azerbaijan,Baku,https://univerlist.com/media/cache/bf/0c/bf0c29e7387eec55a9e97ab3d384794a.webp,"86,542",AZN,https://univerlist.com/media/cache/de/50/de5048e6228488cc2238e54926beb14c.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Computer Games and Animation Laboratory"", ""Cafeteria"", ""Sport Center"", ""International Service""]","Azerbaijan University"
Academy of Professional Higher Education Midjutland,https://univerlist.com/academy-of-professional-higher-education-midjutland/,Denmark,,,,USD,https://univerlist.com/media/cache/e8/94/e894f0a96e0bff4030b3319c236c2ce7.webp,,,,None,,No,None,,-,No,,,,,[],[],Academy of Professional Higher Education Midjutland
Aarhus Business College,https://univerlist.com/aarhus-business-college/,Denmark,Aarhus,,,USD,https://univerlist.com/media/cache/34/d6/34d6dccdfef1714d51c0fb23dca17d73.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],[],Aarhus Business College
Higher School of Physical Education and Tourism In Bialystok,https://univerlist.com/higher-school-of-physical-education-and-tourism-in-bialystok/,Poland,Bialystok,,,USD,https://univerlist.com/media/cache/46/23/46230b94956e3df56199029163531877.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Higher School of Physical Education and Tourism In Bialystok
Medical University of Silesia In Katowice,https://univerlist.com/medical-university-of-silesia-in-katowice/,Poland,Katowice,,,USD,https://univerlist.com/media/cache/ef/f9/eff9c7830a6128e8f737b1621c804f79.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Medical University of Silesia In Katowice
College of Management Education In Wroclaw,https://univerlist.com/college-of-management-education-in-wroclaw/,Poland,Wroclaw,,,USD,https://univerlist.com/media/cache/32/8c/328c349f857d5a36a7e485fa77876f56.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],College of Management Education In Wroclaw
Sprott Shaw College,https://univerlist.com/sprott-shaw-college/,Canada,Vancouver,https://univerlist.com/media/cache/92/a5/92a5360e750ab396d7f1b5c20f5c22b5.webp,"912,384",USD,https://univerlist.com/media/cache/43/db/43db09aff79169cb5d7bb5a94f461856.webp,Private,,,Private,,No,None,,-,Yes,,,,,[],"[""Car Park"", ""Copy Center"", ""Career Office"", ""Gallery"", ""Alumni Clubs"", ""International Service""]","Vancouver BC Canada"
International University of Monaco,https://univerlist.com/international-university-of-monaco/,Monaco,Monaco-ville,https://univerlist.com/media/cache/6c/44/6c4451e98b8431e3846b5a545c081386.webp,"1,473,370",USD,https://univerlist.com/media/cache/e7/57/e75792c3bad25cb70788a8f8e4a7af1a.webp,Private,,,Private,,Yes,None,,%60.0,No,,,,,[],"[""Athletics Field"", ""Copy Center"", ""Student House"", ""Cafeteria"", ""Wifi"", ""Computer Room"", ""Student Clubs"", ""Library""]","International University of Monaco"
University of Finance and Management In Biaystok,https://univerlist.com/university-of-finance-and-management-in-biaystok/,Poland,Bialystok,,,USD,https://univerlist.com/media/cache/e7/d0/e7d01ef8933395a102d76479e1ca9760.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],University of Finance and Management In Biaystok
University of Applied Sciences In Ruda Slaska,https://univerlist.com/university-of-applied-sciences-in-ruda-slaska/,Poland,Ruda Slaska,,,USD,https://univerlist.com/media/cache/56/b4/56b41d06079dc2b5eb06fa0fc4470e5d.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],University of Applied Sciences In Ruda Slaska
Azerbaijan State Economic University,https://univerlist.com/azerbaijan-state-economic-university/,Azerbaijan,Baku,https://univerlist.com/media/cache/b4/c3/b4c3c3acd33e703ec088439725fcdecb.webp,"108,177",AZN,https://univerlist.com/media/cache/b2/cf/b2cfb08367c11b4878bbe109c5c9e0ca.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Museum"", ""Career Office"", ""Sports"", ""International Service""]","Azerbaijan State Economic University"
Kujawska University College In Wloclawek,https://univerlist.com/kujawska-university-college-in-wloclawek/,Poland,Wloclawek,,,USD,https://univerlist.com/media/cache/9f/0e/9f0e4714df7e09e873ab9825f4f79339.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Kujawska University College In Wloclawek
The Royal Danish Academy of Fine Arts the School of Design,https://univerlist.com/the-royal-danish-academy-of-fine-arts-the-school-of-design/,Denmark,Copenhagen,,,USD,https://univerlist.com/media/cache/f2/f9/f2f949ab68751bfe5c1090879590ed7a.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],The Royal Danish Academy of Fine Arts the School of Design
Selandia Center For Erhvervsrettet Uddannelse,https://univerlist.com/selandia-center-for-erhvervsrettet-uddannelse/,Denmark,Slagelse,,,USD,https://univerlist.com/media/cache/ad/25/ad256f1b073f993cef8502fa34ca2450.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Selandia Center For Erhvervsrettet Uddannelse
Marie Curie University,https://univerlist.com/marie-curie-university/,Poland,Lublin,,,,,Public,25.192,,Public,,No,Public University,,-,No,,,,,[],[],Marie Curie University
Bolesaw Markowski Higher School of Commerce In Kielce,https://univerlist.com/bolesaw-markowski-higher-school-of-commerce-in-kielce/,Poland,Kielce,,,USD,https://univerlist.com/media/cache/49/16/4916e06ab93f04080a2f85249edb8e72.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Bolesaw Markowski Higher School of Commerce In Kielce
Ignatianum University In Krakw,https://univerlist.com/ignatianum-university-in-krakow/,Poland,Krakow,,,USD,https://univerlist.com/media/cache/35/e3/35e39ac23c9686b853a7af3559f509b5.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],[],Ignatianum University In Krakw
Higher Economics In Bochnia,https://univerlist.com/higher-economics-in-bochnia/,Poland,,,,USD,https://univerlist.com/media/cache/3e/c1/3ec1cb0f172dc7b33f0c29daf4491b6e.webp,,,,None,,No,None,,-,No,,,,,[],[],Higher Economics In Bochnia
Wellesley College,https://univerlist.com/wellesley-college/,United States of America,Massachusetts,https://univerlist.com/media/cache/bd/90/bd90692c753c1666daecc7e3698dc96d.webp,"736,685",USD,https://univerlist.com/media/cache/a9/57/a9570a0f903c679a12f5cb569f77dca9.webp,Private,,,Private,,No,None,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Music Studio"", ""Swimming Pool"", ""Health Center"", ""Dormitory"", ""Museum"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Academic Counseling"", ""Stadium"", ""Wifi"", ""Alumni Clubs"", ""Computer Room"", ""Student Clubs"", ""Sports"", ""International Service""]","106 Central St Wellesley MA 02481 United States"
School of Business In Pila,https://univerlist.com/school-of-business-in-pila/,Poland,Pila,,,USD,https://univerlist.com/media/cache/bb/e1/bbe117d7d15b4e44094c4ec5ae82950f.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],School of Business In Pila
Beskidy Higher School of Skills In Zywiec,https://univerlist.com/beskidy-higher-school-of-skills-in-zywiec/,Poland,Warsaw,,,USD,https://univerlist.com/media/cache/22/d0/22d065122e58cc9e5603bf17a25611fc.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Beskidy Higher School of Skills In Zywiec
Warsaw Higher School Based In Otwock,https://univerlist.com/warsaw-higher-school-based-in-otwock/,Poland,,,,USD,https://univerlist.com/media/cache/e8/06/e8061d235fd0d98634bab98039b004f4.webp,,,,None,,No,None,,-,No,,,,,[],[],Warsaw Higher School Based In Otwock
Academy of Tourism and Hotel Management In Warsaw,https://univerlist.com/academy-of-tourism-and-hotel-management-in-warsaw/,Poland,Warsaw,,,USD,https://univerlist.com/media/cache/26/3c/263c8a3f3749524e6777e13c6c46c4a8.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Academy of Tourism and Hotel Management In Warsaw
International Business School of Scandinavia,https://univerlist.com/international-business-school-of-scandinavia/,Denmark,Slagelse,,,USD,https://univerlist.com/media/cache/fd/82/fd82c0b89ddd80f59fc77f98e79be566.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],International Business School of Scandinavia
University of Technology and Life Sciences In Bydgoszcz,https://univerlist.com/university-of-technology-and-life-sciences-in-bydgoszcz/,Poland,Bydgoszcz,,,USD,https://univerlist.com/media/cache/2a/13/2a13e94b651da0880bff7591d0b54e99.webp,,,,None,,No,None,,-,No,,,,,[],[],University of Technology and Life Sciences In Bydgoszcz
Tarnow Higher School Malopolska Higher School In Brzesko,https://univerlist.com/tarnow-higher-school-malopolska-higher-school-in-brzesko/,Poland,Tarnow,,,USD,https://univerlist.com/media/cache/c3/f9/c3f91211c4311cf41c6d110fbc4c212b.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Tarnow Higher School Malopolska Higher School In Brzesko
Semmelweis University,https://univerlist.com/semmelweis-university/,Hungary,Budapest,https://univerlist.com/media/cache/f2/20/f22038dbb08a56dee8bed60305a16a9e.webp,"1,289,199",USD,https://univerlist.com/media/cache/9e/02/9e0246159ea3ea581d85895e09312a31.webp,Public,,,Public,,Yes,Public University,,%60.0,No,,,,,[],"[""Health Center"", ""Tennis Court"", ""Cafeteria"", ""Research Laboratory"", ""Sport Center"", ""Student Central"", ""Alumni Clubs"", ""Library""]","Semmelweis University"
Polish Air Force Academy,https://univerlist.com/polish-air-force-academy/,Poland,,,,USD,https://univerlist.com/media/cache/25/c3/25c34992400ab7dc594f439b5a305bfd.webp,,,,None,,No,None,,-,No,,,,,[],[],Polish Air Force Academy
Kujawy and Pomorze University In Bydgoszcz,https://univerlist.com/kujawy-and-pomorze-university-in-bydgoszcz/,Poland,Bydgoszcz,,,USD,https://univerlist.com/media/cache/8d/95/8d95cd6f6252068d6f5a62336e2fd912.webp,Private,,,Private,,No,None,,-,No,,,,,[],[],Kujawy and Pomorze University In Bydgoszcz
